case_id,state_key,preprocess_variant,head_idx,channel,head_key,threshold,gt_is_positive,pred_is_positive,logits_min,logits_max,logits_mean,logits_std,prob_min,prob_max,prob_mean,prob_std,probability_map_path,binary_mask_path,visual_overlay_path,probability_histogram_path,dice,iou,precision,recall,specificity,tp_pixels,fp_pixels,fn_pixels,tn_pixels,gt_foreground_pixels,pred_foreground_pixels,total_pixels
siim_010316,model,official_siim_224,2,,head_2,0.5,False,False,-146.47555541992188,-13.612981796264648,-71.32413482666016,23.35746192932129,0.0,1.2244937579453108e-06,3.71692010503466e-10,1.508837144115205e-08,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\official_siim_224\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\official_siim_224\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\official_siim_224\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\official_siim_224\head_2\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,50176,0,0,50176
siim_010316,model,official_siim_224,4,12,head_4_ch12,0.5,False,False,-60.06431579589844,-3.640528917312622,-25.27126693725586,9.420866012573242,8.211057487963162e-27,0.025567607954144478,8.470845205010846e-05,0.0009537313017062843,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\official_siim_224\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\official_siim_224\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\official_siim_224\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\official_siim_224\head_4_ch12\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,50176,0,0,50176
siim_010316,model,official_siim_512,5,,head_5,0.5,False,False,-132.34437561035156,-8.78826904296875,-55.396507263183594,20.839046478271484,0.0,0.0001524884719401598,6.372094407680606e-09,6.502437486233248e-07,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\official_siim_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\official_siim_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\official_siim_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\official_siim_512\head_5\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,262144,0,0,262144
siim_010316,model,official_siim_512,2,,head_2,0.5,False,False,-147.96400451660156,-9.773841857910156,-56.30602264404297,23.72578239440918,0.0,5.691800470231101e-05,4.632052075237425e-09,3.1431096658707247e-07,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\official_siim_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\official_siim_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\official_siim_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\official_siim_512\head_2\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,262144,0,0,262144
siim_010316,model,official_siim_512,4,12,head_4_ch12,0.5,False,True,-54.751651763916016,4.486827373504639,-16.871191024780273,8.64338207244873,1.6659415059794735e-24,0.9888689517974854,0.01111055538058281,0.07617879658937454,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\official_siim_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\official_siim_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\official_siim_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\official_siim_512\head_4_ch12\siim_010316.png,0.0,0.0,0.0,0.0,0.9922447204589844,0,2033,0,260111,0,2033,262144
siim_010316,model,current_pr9a_512,5,,head_5,0.5,False,False,-134.16610717773438,-8.562151908874512,-62.620765686035156,19.91558265686035,0.0,0.00019117083866149187,7.627235731888504e-09,8.81296898569417e-07,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\current_pr9a_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\current_pr9a_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\current_pr9a_512\head_5\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\current_pr9a_512\head_5\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,262144,0,0,262144
siim_010316,model,current_pr9a_512,2,,head_2,0.5,False,False,-144.356201171875,-8.976236343383789,-65.40473937988281,22.234689712524414,0.0,0.0001263616286450997,8.202421852843145e-09,7.685234777454752e-07,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\current_pr9a_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\current_pr9a_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\current_pr9a_512\head_2\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\current_pr9a_512\head_2\siim_010316.png,1.0,1.0,1.0,1.0,1.0,0,0,0,262144,0,0,262144
siim_010316,model,current_pr9a_512,4,12,head_4_ch12,0.5,False,True,-55.39430236816406,0.9715797901153564,-21.21420669555664,8.7490816116333,8.761130628582081e-25,0.7254343032836914,0.0012000746792182326,0.016134344041347504,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\model\current_pr9a_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\model\current_pr9a_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\model\current_pr9a_512\head_4_ch12\siim_010316.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\model\current_pr9a_512\head_4_ch12\siim_010316.png,0.0,0.0,0.0,0.0,0.9997177124023438,0,74,0,262070,0,74,262144
siim_009202,teacher_model,official_siim_224,5,,head_5,0.5,True,True,-267.91259765625,10.368926048278809,-91.33576965332031,45.028133392333984,0.0,0.9999686479568481,0.0020588459447026253,0.042059656232595444,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\teacher_model\official_siim_224\head_5\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\teacher_model\official_siim_224\head_5\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\teacher_model\official_siim_224\head_5\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\teacher_model\official_siim_224\head_5\siim_009202.png,0.5375722543352601,0.3675889328063241,0.9207920792079208,0.3795918367346939,0.999839778894875,93,8,152,49923,245,101,50176
siim_009202,teacher_model,official_siim_224,2,,head_2,0.5,True,True,-324.24053955078125,6.5297980308532715,-95.8287353515625,52.67382049560547,0.0,0.9985427856445312,0.0010977821657434106,0.028595400974154472,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_maps\teacher_model\official_siim_224\head_2\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\binary_masks\teacher_model\official_siim_224\head_2\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\visual_overlays\teacher_model\official_siim_224\head_2\siim_009202.png,artifacts\diagnostics\foundation_x_official_direct\dryrun_official\probability_histograms\teacher_model\official_siim_224\head_2\siim_009202.png,0.35570469798657717,0.2163265306122449,1.0,0.2163265306122449,1.0,53,0,192,49931,245,53,50176
