step,case_ids,loss_total,loss_dice_focal,loss_bce_with_logits,prob_min,prob_max,prob_mean,prob_std,prob_nan_count,prob_inf_count,logits_min,logits_max,logits_mean,logits_std,logits_nan_count,logits_inf_count,pred_pos_pixel_ratio,pred_non_empty_rate,grad_norm_l2_total,grad_nonfinite_count,frozen_backbone_grad_present,trainable_non_backbone_grad_present,trainable_non_backbone_grad_nonzero,step_ms
1,siim_000004,1.8055492639541626,1.0351355075836182,0.7704137563705444,0.08134626597166061,0.9742087721824646,0.5322130918502808,0.0648077204823494,0,0,-2.4241943359375,3.6315925121307373,0.13156938552856445,0.27888602018356323,0,0,0.7423095703125,1.0,2.3576280497767312,0,0,90,90,2760.769
2,siim_000001,1.8059756755828857,1.0450443029403687,0.7609313726425171,0.023093830794095993,0.985431969165802,0.5279189348220825,0.05954524129629135,0,0,-3.7448251247406006,4.214247703552246,0.11584295332431793,0.26435500383377075,0,0,0.7564849853515625,1.0,2.09464172577548,0,0,90,90,2553.963
3,siim_000009,1.7500793933868408,1.0034428834915161,0.7466365694999695,0.009214510209858418,0.9987264275550842,0.5218262672424316,0.05726659670472145,0,0,-4.677718639373779,6.6646647453308105,0.0915796309709549,0.2658095359802246,0,0,0.6896209716796875,1.0,2.160488907838081,0,0,90,90,2360.123
