step,case_ids,loss_total,loss_dice_focal,loss_bce_with_logits,prob_min,prob_max,prob_mean,prob_std,prob_nan_count,prob_inf_count,logits_min,logits_max,logits_mean,logits_std,logits_nan_count,logits_inf_count,pred_pos_pixel_ratio,pred_non_empty_rate,grad_norm_l2_total,grad_nonfinite_count,frozen_backbone_grad_present,trainable_non_backbone_grad_present,trainable_non_backbone_grad_nonzero,step_ms
16,siim_000064,1.3198399543762207,1.140028476715088,0.179811492562294,7.008756856136111e-12,0.49547770619392395,0.004118665587157011,0.026412922888994217,0,0,-25.683860778808594,-0.01808953285217285,-13.732041358947754,4.5003228187561035,0,0,0.0,0.0,3.7664617144512778,0,0,90,90,7009.14
17,siim_000001,1.0147284269332886,0.9998775124549866,0.014850864186882973,4.567655651044333e-06,0.5069314241409302,0.013330874033272266,0.04754941165447235,0,0,-12.29650592803955,0.027727395296096802,-6.679940700531006,2.0187735557556152,0,0,7.62939453125e-06,1.0,0.3418472005303108,0,0,90,90,6920.359
18,siim_000002,1.0253918170928955,1.0001240968704224,0.02526768669486046,0.00018724831170402467,0.5106995105743408,0.022674785926938057,0.05992316082119942,0,0,-8.582887649536133,0.04280468821525574,-5.128910541534424,1.4485965967178345,0,0,3.4332275390625e-05,1.0,0.6175665213870578,0,0,90,90,7150.957
19,siim_000003,1.0204685926437378,1.0000370740890503,0.020431477576494217,5.596123810391873e-05,0.5104153156280518,0.01820494793355465,0.05667445808649063,0,0,-9.79079532623291,0.04166733846068382,-6.493573188781738,2.077535390853882,0,0,2.288818359375e-05,1.0,0.42946550069778416,0,0,90,90,6819.273
20,siim_000005,1.0432082414627075,1.000313401222229,0.042894888669252396,0.0013646751176565886,0.5107688903808594,0.03909359872341156,0.0674966424703598,0,0,-6.595473289489746,0.043082356452941895,-3.9284210205078125,1.1620911359786987,0,0,4.57763671875e-05,1.0,1.107909226540771,0,0,90,90,7046.088
21,siim_000006,1.1390880346298218,1.0010775327682495,0.13801050186157227,0.008912550285458565,0.5119651556015015,0.12535184621810913,0.07471848279237747,0,0,-4.7113423347473145,0.04786960035562515,-2.112401008605957,0.6977667212486267,0,0,4.57763671875e-05,1.0,2.682246125859694,0,0,90,90,6957.125
22,siim_000007,1.0213254690170288,1.0000522136688232,0.021273266524076462,8.511592022841796e-05,0.5093643069267273,0.018992334604263306,0.05716254934668541,0,0,-9.371411323547363,0.037461768835783005,-6.022010326385498,1.8354215621948242,0,0,1.9073486328125e-05,1.0,0.4687360472915615,0,0,90,90,6865.335
23,siim_000008,1.0070757865905762,0.999517023563385,0.007558732759207487,3.9282511465899006e-08,0.4999851584434509,0.006781889125704765,0.03490535169839859,0,0,-17.052486419677734,-5.9349637012928724e-05,-11.286252975463867,3.4128103256225586,0,0,0.0,0.0,0.16158216689074337,0,0,90,90,7075.936
24,siim_000010,1.004738688468933,0.9992790222167969,0.005459693260490894,7.65971785998687e-10,0.5008285045623779,0.004915748722851276,0.02941393479704857,0,0,-20.98987579345703,0.003314112313091755,-13.987574577331543,4.2572736740112305,0,0,3.814697265625e-06,1.0,0.12545420686028091,0,0,90,90,6871.468
25,siim_000011,1.0023528337478638,0.9988388419151306,0.003514039795845747,4.79417869877867e-14,0.4941595196723938,0.0032031803857535124,0.02255975268781185,0,0,-30.66878890991211,-0.023362914100289345,-17.254764556884766,5.8985066413879395,0,0,0.0,0.0,0.0992983625411934,0,0,90,90,6704.44
